대분류,분류명,분류설명,중분류,분류명,분류설명,소분류,분류명,분류설명,세분류,분류명,분류설명,최초등록일,수정일
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4616,공공안전및통제장비,공공안전을 위한 교통통제장비 및 수상안전을 위한 제반 통제장비를 포함함,461615,교통통제장비,도로에서 일어난 사고에대한 방지 또는 사고수습을 위한 기기,46161517,차선규제봉,"교통사고의 위험이 많은 곳으로서 공간의 제약으로 인해 중앙분리대,가이드레일 또는 방호벽의 설치가 불가능한 장소에 설치하여 운전자의 시선유도 및 안전확보를 위한 도로안전시설물",2006-08-08 오후 3:02:00,2009-10-08 오후 7:07:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4616,공공안전및통제장비,공공안전을 위한 교통통제장비 및 수상안전을 위한 제반 통제장비를 포함함,461615,교통통제장비,도로에서 일어난 사고에대한 방지 또는 사고수습을 위한 기기,46161520,도로안전표지드럼,"도로상에서 공사를 수행시 차량 교통통제나 유도에 사용되는 교통안전 시설물 드럼으로서 바탕색은 적색으로 띠는 백색으로 도색하고 야간 시인성을 위해 반사테이프를 부착한 플라스틱류 재질의 원통형 드럼으로 크기는 보통 직경 45cm 높이 80cm 정도이며,현장에 설치시는 드럼내에 모래나 흙을 1/3정도 체우고 통바닥에 구멍을 뚫어 물이 새나가도록 함",2006-08-08 오후 3:02:00,2009-10-08 오후 7:01:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4616,공공안전및통제장비,공공안전을 위한 교통통제장비 및 수상안전을 위한 제반 통제장비를 포함함,461615,교통통제장비,도로에서 일어난 사고에대한 방지 또는 사고수습을 위한 기기,46161521,테이프형차선,"아스팔트나 콘크리트 바닥에 착탈할 수 있도록 테이프형으로 제작된 차선으로, 도로, 주차장, 공사장 등 차선 위치가 수시로 변하는 장소에서 사용함.",2006-08-08 오후 3:02:00,2008-02-14 오전 10:10:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4616,공공안전및통제장비,공공안전을 위한 교통통제장비 및 수상안전을 위한 제반 통제장비를 포함함,461615,교통통제장비,도로에서 일어난 사고에대한 방지 또는 사고수습을 위한 기기,46161523,차광유도판,상대 차량의 불빛을 차단시키고 시선을 유도하여 운전자의 안전을 위한 것으로 재료는 PE나 일반철판 등을 사용한다.,2006-08-08 오후 3:02:00,2009-10-08 오후 7:05:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4616,공공안전및통제장비,공공안전을 위한 교통통제장비 및 수상안전을 위한 제반 통제장비를 포함함,461615,교통통제장비,도로에서 일어난 사고에대한 방지 또는 사고수습을 위한 기기,46161525,교통정보전광판,"교차로 및 도로상에 설치하여 실시간 발생되는 교통정보를 동영상과 그래픽 및 문자 등으로 표현하는 교통안내 전광판 시스템을 말한다. 전방의 교통상황 및 대체 도로의 교통상황, 차선 이용안내, 기상정보 등을 전광판에 표시하도록 되어 있으며, 그 내용이 제어기 기억장치에 내장되어 관제센터의 요구에 따라 전광판에 표시한다. LED 모듈의 전광판, 제어기, 전원장치 및 통신장치로 구성되어 있다.",2006-08-08 오후 3:02:00,2007-07-19 오후 3:42:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4619,화재예방및소방장비,화재를 예방 경계 또는 진압하여 국민의 생명 신체 재산을 보호하기 위한 활동에 필요한 제반 화재예방기구 및 소방장비류를 말함,461916,소방장비,화재에 대처하기 위해 갖추고 있는 화재탐지 통보장치 소화장치를 포함,46191601,소방기,화재가 발생시 신속하게 가스소화설비나 분말소화설비 등이 자동으로 기동 작동되어서 화재로 인한 손실을 최소화하기 위하여 설치하는 장치 및 소화약제등을 방사하여 소화를 행하는 고정된 소화기,2006-08-08 오후 3:02:00,2007-01-10 오후 4:59:00
46,공공안전및치안장비,"방위와 법 집행,보안에 사용되는 설비와 공급품 개인 보안을 위한 설비와 공급품",4619,화재예방및소방장비,화재를 예방 경계 또는 진압하여 국민의 생명 신체 재산을 보호하기 위한 활동에 필요한 제반 화재예방기구 및 소방장비류를 말함,461916,소방장비,화재에 대처하기 위해 갖추고 있는 화재탐지 통보장치 소화장치를 포함,46191613,소방용헤드,광범위한 지역에 동시분사를 요구하는 개방헤드 설비나 지하상가등에 설치되는 살수설비 또는 고분사가 요구되는 플랜트 설비 등에 사용되는 헤드를 말하며 직선류 또는 나선류의 물을 충돌 확산시켜 살수하는 헤드로서 방수구 후레임 및 디프렉타로 구성되어 있음,2006-08-08 오후 3:02:00,2009-10-08 오후 7:09:00
47,산업용청정및세탁기기,"환경 보호와 수자원 관리를 위한 설비, 사무실 및 연구소의 청소를 위한 장비, 상업용 세탁 및 드라이 클리닝 설비",4710,용수및폐수처리설비,"용수는 공업의 생산과정에서 사용되는 물로서 보일러용수, 원료용수, 제품처리용수, 세정용수, 냉각용수 등으로 구분되며, 여기서는 용수, 오수를 공급하는 장치 및 처리용품 등을 포함함. 폐수처리는 폐수 중의 고형물을 중력에 의하여 액체로부터 분리하거나 또는 기타의 물리적 방법으로 폐수를 처리하는 설비나 용품 등을 포함하며, 종류에는 저류, 스크린, 파쇄, 부상, 침전, 농축, 폭기, 역삼투, 흡착, 여과 등이 포함됨",471016,용수처리용품,정수 및 오폐수 처리시 소요되는 화학약품 일체,47101608,응집제,"액체 속에 현탁되어 있는 고체입자가 몇 개씩 모여 약간 큰 덩어리를 만들기 위해 액체에 첨가하는 약품. 응집되면 액체 속의 입자는 일반적으로 침강속도가 빨라지므로, 이 현상은 침강을 촉진시키는 데 이용되며, 침강촉진제 또는 침강제라고도 함. 응집제는 화학조성상 두 가지로 크게 나눌 수 있는데, 첫번째는 무기전해질로서 염화제이철, 황산제이철, 폴리염화알루미늄 등이 속하며, 이들은 액체 속의 입자의 표면전위를 거의 0에 가깝게 하며 그때까지 존재하던 입자상호간의 전기적 반발력을 없애 줌으로써 응집을 일으킴. 두번째는 유기고분자화합물로 녹말류나 폴리아크릴아미드와 그 유도체 등이 속하며, 녹말은 콜로이드의 증감작용에 의하여 응집을 일으키는데 폴리아크릴아미드 및 그 유도체는 입자에 흡착된 분자가 다리걸침작용에 의해 서로 입자를 끌어당김.",2006-08-08 오후 3:02:00,2006-12-14 오전 11:28:00
47,산업용청정및세탁기기,"환경 보호와 수자원 관리를 위한 설비, 사무실 및 연구소의 청소를 위한 장비, 상업용 세탁 및 드라이 클리닝 설비",4713,산업용청정용품의소모품,"건물 내, 외부 전체의 더러워진 부분을 깨끗하게 닦아내고 주거 자체의 생명을 오래 유지시키는 청정용품 및 세척제, 왁스, 광택제와 같은 유사품목을 포함함",471317,화장실소모품(가정용화장실제외),공중 화장실에서 위생적이고 편리하게 사용할 수 있도록 비치하는 기기나 소모품,47131707,공중화장실용핸드드라이어,"타올을 사용하여 손을 닦는 것 보다 훨씬 위생적인 온풍건조기의 일종으로서, 필요할 때 마다 스위치를 켜서 사용하는 수동형도 있으나 적외선 감지기를 이용하여 손을 가까이 대면 뜨거운 바람이 나와서 물기를 제거해 주는 자동형이 보통이며 식당, 백화점, 호텔 등 공용의 화장실에서 사용하기에 적당함",2006-08-08 오후 3:02:00,2009-08-14 오전 10:31:00
47,산업용청정및세탁기기,"환경 보호와 수자원 관리를 위한 설비, 사무실 및 연구소의 청소를 위한 장비, 상업용 세탁 및 드라이 클리닝 설비",4713,산업용청정용품의소모품,"건물 내, 외부 전체의 더러워진 부분을 깨끗하게 닦아내고 주거 자체의 생명을 오래 유지시키는 청정용품 및 세척제, 왁스, 광택제와 같은 유사품목을 포함함",471318,청정제및소독살균제,청소 및 위생을 위해 사용되는 세정제 및 살균소독제,47131823,제설제및서리제거제,"동절기에 도로 및 교량 등의 제설, 제빙 작업에 사용되도록 생산된 제품",2006-08-08 오후 3:02:00,2010-11-04 오후 6:34:00
49,스포츠및레저용품,"스포츠, 야영, 취미, 휴양 낚시와 사냥과 같은 활동에 쓰이는 스포츠 & 휴양 설비, 공급품, 부속품",4924,놀이터시설물,"자유롭고 적극적인 놀이를 위하여 별도로 마련한 고정적인 놀이공간 시설물로서 그네·시소·미끄럼틀 ,철봉,그네,기타 모험을 즐기는 놀이시설물등을 포함함",492415,놀이터용장비,아이들이 즐기기 위하여 만들어져있는 공간을 구성하는 장비,49241512,조경시설물,"여러 종류의 다양한 공원, 휴게시설물, 편의시설, 조성품 또는 그 구성품을 말하며, 반드시 일정한 곳에, 시설로 설치되는 품목을 의미하며 여기에는 파고라, 정자, 통나무집, 인공폭포, 음수대, 오물처리장, 의자, 탁자, 화분, 장승 등을 포함하여 분류함 다만 기분류가 되어 있는 품목이 조경 시설과 상관없이 개별 품목일 경우 각각의 해당 품명에서 분류함",2006-08-08 오후 3:02:00,
55,출판물,"소프트웨어,음악,책,잡지,신문,인쇄물 또는 전자형태의 출판 저작물",5512,표지용품및보조품,안내·경계(警戒)·규제 또는 지시를 하거나 물건을 보내거나 맡길 때 화물에 대한 필요사항을 적어 놓거나 붙여놓는 경우 또는 상품명 및 상품에 관한 여러 사항을 표시한 각종 표지 와 그 부속품,551217,신호표지,도로교통 및 보행자에게 주의를 하게하는 주의·규제·지시를 나타내는 표지와 표시,55121704,안전표지판,"사람과 재산에 대한 재해를 예방하고 사고에 신속히 대응할 수 있도록 명확한 정보를 전달하는 표지판으로, KS A 3510에 규정된 안전표지를 포함한다.",2006-08-08 오후 3:02:00,2006-12-01 오전 10:20:00
55,출판물,"소프트웨어,음악,책,잡지,신문,인쇄물 또는 전자형태의 출판 저작물",5512,표지용품및보조품,안내·경계(警戒)·규제 또는 지시를 하거나 물건을 보내거나 맡길 때 화물에 대한 필요사항을 적어 놓거나 붙여놓는 경우 또는 상품명 및 상품에 관한 여러 사항을 표시한 각종 표지 와 그 부속품,551217,신호표지,도로교통 및 보행자에게 주의를 하게하는 주의·규제·지시를 나타내는 표지와 표시,55121710,교통표지,"도로교통에 관하여 주의·규제·지시를 나타내는 표지와 안전하고 원활한 도로교통을 확보하고 도로구조의 보전(保全)을 도모하기 위하여,도로의 노측(路側) 또는 차도(車道)의 위쪽에 설치한 표지판표시 건널목표도 이에 해당",2006-08-08 오후 3:02:00,2006-12-01 오전 10:21:00
55,출판물,"소프트웨어,음악,책,잡지,신문,인쇄물 또는 전자형태의 출판 저작물",5512,표지용품및보조품,안내·경계(警戒)·규제 또는 지시를 하거나 물건을 보내거나 맡길 때 화물에 대한 필요사항을 적어 놓거나 붙여놓는 경우 또는 상품명 및 상품에 관한 여러 사항을 표시한 각종 표지 와 그 부속품,551217,신호표지,도로교통 및 보행자에게 주의를 하게하는 주의·규제·지시를 나타내는 표지와 표시,55121718,정보표지,"필요한 정보를 시간대 별로 이벤트별로 알려주는 표지로 개찰표시판,안내판,조감도,기상전광판,오염표지판 등이 포함됨",2006-08-08 오후 3:02:00,2006-12-01 오전 10:32:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101507,책장,"책 등을 보관하고 진열할 수 있도록 설계된 가구의 일종으로 재질은 목재나 철재로 되어 있으며 대부분 창호(窓戶)가 있고  보존을 위하여 시건장치가 있는 것도 있다. 창호는 내부 서적을 밖에서 쉽게 볼 수 있도록 유리를 끼운 것이 많고 미닫이형, 여닫이형, 혼합형등이있다. 책상 위에 올리는 책장은 7110-025 """"책꽂이""""로 분류한다.",2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101515,침대,"사람이 누어 잘수 있게 만든 길죽한 평상에 다리가 달린 상(床)으로서 주로 양식(洋式) 생활에 사용되는 가구의 일종으로서 사용 형태와 재질에 따라 그 종류가 다양함 철도차량용,병원용,야전용은 제외함",2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101516,장롱,"침구나 의류 등을 넣어 두는 가구를 통틀어 말한다. 보관하는 물건의 종류에 따라 옷장, 이불장, 찬장 등으로 구분된다.",2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101520,로커,"체육관, 공장, 학교 등의 탈의실에서 사용하는, 자물쇠가 달린 상자로써 여러개가 한꺼번에 연결되어 있으며 주로 옷이나 소지품 따위를 보관하는 데 이용된다. 사무실에서 사용하는 개인용의 의장용캐비닛은 따로 분류한다.",2006-08-08 오후 3:02:00,2006-11-27 오전 11:47:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101531,신발장,신을 넣어두는 장(欌)으로서 가정용은 문이 달려있는 것이 보통이고 그 외 학교나 공공장소용은 문이 없는 것도 있음,2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561016,옥외용가구,"옥외에 설치나 사용이 가능한 가구로 햇볕이나 우천에 견딜 수 있는 방수와 염색,탈색에 우수한 특성을 가지는 가구로 파라솔이나,옥외용의자,탁자,그네,벤치,화분대,의복건조기 등이 있음",56101605,옥외용벤치,"옥외에 설치하여 사용할  목적으로 제작된 의자로 기상변화에 견딜 수 있는 재질로 제작하거나 마감한다. 보통 여러명이 앉을 수 있는 장의자이며, 등받이가 있을 수도 없을 수도 있다. ",2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561017,사무용가구,사무실에 배치하여 생활에 사용하는 도구를 포함,56101703,책상,"글을 읽거나 쓰는데 받치고 쓰는 상(床)으로서 용도에 따른 사무용, 열람용, 학생용등의 구분과 재질에 따른 목제책상, 강제책상등이 있으며, 병원용은 제외한다.",2006-08-08 오후 3:02:00,2006-09-19 오후 3:12:00
52,가정용품및가전제품,가정에서 사용되는 가전기기 와 주방용품 가정에서 생활하기 위한 기기 및 소모품,5215,가정용주방용품,가정에서 사용되는 각종 취사도구 식기류 및 설것이도구로 일회용품 포함,521516,가정용도마및유사제품,식품을 썰고 다지는 조리용구 및 비슷한 용도를 가진 제품,52151650,가정용개수대,조리할 재료를 다듬거나 씻거나 조리할 수 있도록 만든 것으로 주방 등에서 사용된다. 실험실용싱크대는 물품분류번호:56122004로 분류한다.,2006-12-06 오후 4:24:00,2007-02-13 오후 2:37:00
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101594,장식품장,"장식에 쓰이는 물건을 넣는 장으로, 일반적으로 장식대와는 달리 미닫이 문으로 되어 있는 여러 개의 장식물을 넣을 수 있는 공간이 있는 가구.",2006-12-06 오후 4:24:00,
56,가구및관련제품,"가정에서 사용되는 편의가구,사무 가구,사무용 가구,산업용으로 사용되는 가구,교육용 가구",5610,편의시설용가구,실내 및 실외에 배치하여 생활에 사용하는 도구로서 일반적으로는 의자나 책상같이 움직일 수 있는 것 및 건물에 붙여 만든 옷장이나 벽난로 등도 포함되며 일반가정 및 사무실에서 사용되는 일반 집기를 의미함,561015,가구,실내에 배치하여 생활에 사용하는 도구를 포함,56101595,기타미분류가구,"가구제품 중 정해진 모델과 대량생산이 곤란한 가구로, 각종 받침대, 덧마루, PC본체박스, 미술용 목재 또는 미술에 사용되는 목재 틀이 해당됨.",2006-12-06 오후 4:24:00,2007-01-12 오후 7:59:00
31,제조부품,"제조와 건설 과정에서 일반적으로 사용되고 소비되는 부품과 공급품, 주형물, 단조물, 성형틀, 파스너, 베어링, 투관, 공업용 바퀴, 스프로켓, 기어, 가스켓, 봉인, 스프링과 같은 공업용 제품, 연마재, 공업용 접착제, 밀봉제, 용매, 페인트, 애벌 칠제, 마무리 칠제, 염료 등을 포함함",3120,접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질. 접착제는 일반적으로 다음 세 가지로 대별할 수 있음. ① 물에 녹인 녹말풀, 가솔린에 녹인 고무풀, 시너에 녹인 폴리아세트산비닐계(系) 등과 같이 고분자를 용액으로 사용하는 접착제, ② 시아노아크릴레이트, 비스아크릴레이트 등과 같이 처음에는 저분자의 액상이던 것이 붙은 다음에 중합반응으로 고분자가 되는 접착제, ③ 고분자의 고체를 가열하여 용융시켜 붙이는 접착제(핫멜트법)가 있음",312016,기타접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질을 말하며, 사용목적에 따라 다음과 같이 구분함. (1) 점착제(粘着劑):셀로판테이프, 플라스틱테이프(비닐테이프), 크라프트테이프, 천테이프(반창고) 등은 점착제를 각각의 소지(素地)에 바르고, 눌러 붙이게 한 것으로, 다음 세 가지 성분으로 되어 있음. ① 주재(主材):고무계,아크릴계 등(최근에는 소량의 교차결합화한 것도 있음), ② 점착보조제:에스테르고무,로진계,페놀수지 등, ③ 가소제:프탈산에스테르, 피마자유, 저분자량의 폴리이소부틸렌 등. (2) 접촉접착제:양면에 도포하여 건조시켜 붙이면 시간이 경과함에 따라 경화하는 것으로, 클로로프렌계가 많이 사용되며, 점착제에 포함시키기도 함. (3) 재습성(再濕性) 접착제:우표의 풀은 녹말계이며, 물로 적셔 붙임. 크라프트테이프에 아교나 수용성 고분자를 발라서 물에 적셔 붙이는 것도 있으므로, 접착되는 상대인 고체를 적셔 밀착시키는 것도 있음. (4)수용제(시너)에 고분자를 녹여서 사용하는 것:일반 접착제에 많음. (5)고분자를 에멀션(乳劑)으로 하여 물에 분산시켜 사용하는 것. (6)무용제형(無溶劑型):에폭시계, 시아노아크릴레이트계 등. 붙은 다음에 고분자화하는 것으로서, 핫멜트법도 여기에 포함됨. (7)필름상(狀) 접착제:페놀계 수지를 엷은 종이(테고접착체)에 흡수시켜 고체 사이에 넣고 압착, 가열하는 경우, 또한 유리와 유리를 접착시키는 데는 폴리비닐알코올의 아세탈수지를 얇은 막으로 하여 사이에 넣는다든지, 금속의 경우에는 에폭시계 수지를 유리포(布)에 적셔, 사이에 넣고 압착하는 방법 등을 실시함. (8)바인더:코르크의 분말로 큰 성형물을 만드는 경우, 섬유를 모아 부직포(不織布)를 만드는 경우에 사용됨. 단, (1)점착제는 테이프류에 분류하여, 여기서는 제외함. 실란트는 각 재료의 이음매 부분이나 균열 등에 의해서 생긴 작은 틈새를 밀봉하는 재료를 말함",31201601,화학접착제, ,2007-02-13 오후 4:03:00,2007-04-17 오전 10:40:00
31,제조부품,"제조와 건설 과정에서 일반적으로 사용되고 소비되는 부품과 공급품, 주형물, 단조물, 성형틀, 파스너, 베어링, 투관, 공업용 바퀴, 스프로켓, 기어, 가스켓, 봉인, 스프링과 같은 공업용 제품, 연마재, 공업용 접착제, 밀봉제, 용매, 페인트, 애벌 칠제, 마무리 칠제, 염료 등을 포함함",3120,접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질. 접착제는 일반적으로 다음 세 가지로 대별할 수 있음. ① 물에 녹인 녹말풀, 가솔린에 녹인 고무풀, 시너에 녹인 폴리아세트산비닐계(系) 등과 같이 고분자를 용액으로 사용하는 접착제, ② 시아노아크릴레이트, 비스아크릴레이트 등과 같이 처음에는 저분자의 액상이던 것이 붙은 다음에 중합반응으로 고분자가 되는 접착제, ③ 고분자의 고체를 가열하여 용융시켜 붙이는 접착제(핫멜트법)가 있음",312016,기타접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질을 말하며, 사용목적에 따라 다음과 같이 구분함. (1) 점착제(粘着劑):셀로판테이프, 플라스틱테이프(비닐테이프), 크라프트테이프, 천테이프(반창고) 등은 점착제를 각각의 소지(素地)에 바르고, 눌러 붙이게 한 것으로, 다음 세 가지 성분으로 되어 있음. ① 주재(主材):고무계,아크릴계 등(최근에는 소량의 교차결합화한 것도 있음), ② 점착보조제:에스테르고무,로진계,페놀수지 등, ③ 가소제:프탈산에스테르, 피마자유, 저분자량의 폴리이소부틸렌 등. (2) 접촉접착제:양면에 도포하여 건조시켜 붙이면 시간이 경과함에 따라 경화하는 것으로, 클로로프렌계가 많이 사용되며, 점착제에 포함시키기도 함. (3) 재습성(再濕性) 접착제:우표의 풀은 녹말계이며, 물로 적셔 붙임. 크라프트테이프에 아교나 수용성 고분자를 발라서 물에 적셔 붙이는 것도 있으므로, 접착되는 상대인 고체를 적셔 밀착시키는 것도 있음. (4)수용제(시너)에 고분자를 녹여서 사용하는 것:일반 접착제에 많음. (5)고분자를 에멀션(乳劑)으로 하여 물에 분산시켜 사용하는 것. (6)무용제형(無溶劑型):에폭시계, 시아노아크릴레이트계 등. 붙은 다음에 고분자화하는 것으로서, 핫멜트법도 여기에 포함됨. (7)필름상(狀) 접착제:페놀계 수지를 엷은 종이(테고접착체)에 흡수시켜 고체 사이에 넣고 압착, 가열하는 경우, 또한 유리와 유리를 접착시키는 데는 폴리비닐알코올의 아세탈수지를 얇은 막으로 하여 사이에 넣는다든지, 금속의 경우에는 에폭시계 수지를 유리포(布)에 적셔, 사이에 넣고 압착하는 방법 등을 실시함. (8)바인더:코르크의 분말로 큰 성형물을 만드는 경우, 섬유를 모아 부직포(不織布)를 만드는 경우에 사용됨. 단, (1)점착제는 테이프류에 분류하여, 여기서는 제외함. 실란트는 각 재료의 이음매 부분이나 균열 등에 의해서 생긴 작은 틈새를 밀봉하는 재료를 말함",31201602,풀, ,2007-02-13 오후 4:03:00,2007-04-17 오전 10:40:00
31,제조부품,"제조와 건설 과정에서 일반적으로 사용되고 소비되는 부품과 공급품, 주형물, 단조물, 성형틀, 파스너, 베어링, 투관, 공업용 바퀴, 스프로켓, 기어, 가스켓, 봉인, 스프링과 같은 공업용 제품, 연마재, 공업용 접착제, 밀봉제, 용매, 페인트, 애벌 칠제, 마무리 칠제, 염료 등을 포함함",3121,도장용품류,"도료를 표면에 칠하여 도막을 형성시키기 위한 재료 및 그 사용을 위한 용품으로서 도장재료에는 페인트, 니스, 래커, 옻, 페인트용 붓, 롤러, 분무기, 믹서 등을 포함",312115,페인트및전처리제,"페인트는 안료(顔料)를 함유한 유색의 불투명한 도료를 말하며, 유성페인트, 에나멜페인트, 수성페인트 등이있음 .전처리제는 각종 금속, 특히 철이 녹스는 것을 방지하기 위한 도료로서, 방청도료를 의미하며, 초벌칠용은 바탕금속에 대한 부착력이 특히 강해야 하며, 덧칠용은 특히 도막(塗膜)이 공기나 수분을 통과시키지 않고 흡수성이 좋으며, 균열이 잘 생기지 않고 내후성(耐候性), 내구력이 커야 함. 건성유(乾性油)와 방청안료(防顔料)를 조합한 유성 페인트가 주가 되며, 광명단(光明丹:사삼산화납)과 보일유(油)를 조합한 광명단 페인트가 널리 사용됨",31211505,유성페인트, ,2007-02-13 오후 4:03:00,2007-04-17 오전 10:40:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3015,외장마감재,"건축물 외부 마감재로서 외부벽체 재료,목재 사이딩,지붕재료(모든 종류, 금속판 포함)및 금속울타리 및 대문등을 포함함. 단 제외하는 품목은 타르종이,외부 방수재 등임",301520,울타리재료및제품,"공장 및 부지경계용,테니스장,체육시설장용,공원,전원주택,아파트,건설현장등 울타리용으로 사용되는 휀스제품을 포함하며,종류로는 디자인메쉬휀스,EGI 휀스,가드레일휀스,경계용휀스 등이 있음",30152004,기타자재울타리,"금속, 콘크리트 외  기타 자재로 만든 울타리를 말한다.",2006-08-08 오후 3:02:00,2007-08-28 오후 4:54:00
